DRIR	PAC:20203715	92.857	28	2	0	618	645	533	560	0.005	42.8
DRIR	PAC:20195753	92.308	26	1	1	592	617	37	13	0.69	35.6
DRIR	PAC:20192570	85.714	35	3	2	534	566	646	680	2.4	33.7
DRIR	PAC:20184588	91.304	23	2	0	22	44	852	874	2.4	33.7
DRIR	PAC:20198311	91.304	23	2	0	375	397	581	603	2.4	33.7
DRIR	PAC:20200061	91.304	23	2	0	372	394	968	990	2.4	33.7
DRIR	PAC:20198700	86.667	30	3	1	541	570	599	627	2.4	33.7
DRIR	PAC:20185786	91.304	23	2	0	38	60	103	81	2.4	33.7
DRIR	PAC:20197410	91.304	23	2	0	66	88	47	69	2.4	33.7
DRIR	PAC:20197410	91.304	23	2	0	700	722	47	69	2.4	33.7
DRIR	PAC:20202648	100.000	18	0	0	101	118	2491	2508	2.4	33.7
DRIR	PAC:20202648	100.000	18	0	0	735	752	2491	2508	2.4	33.7
DRIR	PAC:20202647	100.000	18	0	0	101	118	2482	2499	2.4	33.7
DRIR	PAC:20202647	100.000	18	0	0	735	752	2482	2499	2.4	33.7
DRIR	PAC:20204197	91.304	23	2	0	375	397	400	378	2.4	33.7
DRIR	PAC:20190620	91.304	23	2	0	376	398	204	226	2.4	33.7
DRIR	DROUGHT.23235.1	95.000	20	1	0	118	137	854	873	8.4	31.9
DRIR	DROUGHT.22564.15	90.909	22	2	0	376	397	1976	1955	8.4	31.9
DRIR	DROUGHT.22564.14	90.909	22	2	0	376	397	2587	2566	8.4	31.9
DRIR	DROUGHT.22564.13	90.909	22	2	0	376	397	2633	2612	8.4	31.9
DRIR	DROUGHT.22564.10	90.909	22	2	0	376	397	2687	2666	8.4	31.9
DRIR	DROUGHT.22564.8	90.909	22	2	0	376	397	2090	2069	8.4	31.9
DRIR	DROUGHT.22564.7	90.909	22	2	0	376	397	2131	2110	8.4	31.9
DRIR	DROUGHT.22564.6	90.909	22	2	0	376	397	2470	2449	8.4	31.9
DRIR	DROUGHT.22564.3	90.909	22	2	0	376	397	2595	2574	8.4	31.9
DRIR	DROUGHT.22564.2	90.909	22	2	0	376	397	2607	2586	8.4	31.9
DRIR	DROUGHT.22564.1	90.909	22	2	0	376	397	2625	2604	8.4	31.9
DRIR	DROUGHT.22562.1	90.909	22	2	0	376	397	215	236	8.4	31.9
DRIR	PAC:20199894	90.909	22	2	0	661	682	564	543	8.4	31.9
DRIR	DROUGHT.15560.1	88.889	27	2	1	653	679	285	260	8.4	31.9
DRIR	PAC:20190696	100.000	17	0	0	549	565	1950	1966	8.4	31.9
DRIR	PAC:20190062	90.909	22	2	0	105	126	1137	1158	8.4	31.9
DRIR	PAC:20182139	100.000	17	0	0	665	681	522	538	8.4	31.9
DRIR	PAC:20183581	100.000	17	0	0	383	399	1148	1132	8.4	31.9
DRIR	PAC:20200457	100.000	17	0	0	106	122	565	581	8.4	31.9
DRIR	DROUGHT.5247.1	81.250	32	6	0	515	546	20226	20195	8.4	31.9
DRIR	PAC:20180488	85.714	28	1	1	435	462	1202	1226	8.4	31.9
DRIR	PAC:20194154	77.500	40	9	0	63	102	1037	1076	8.4	31.9
DRIR	PAC:20194154	77.500	40	9	0	697	736	1037	1076	8.4	31.9
